==307526== NVPROF is profiling process 307526, command: ./euler3d_adapt ../../data/cfd/fvcorr.domn.097K
==307526== Profiling application: ./euler3d_adapt ../../data/cfd/fvcorr.domn.097K
==307526== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Unified Memory","Virtual Address","Name","Correlation_ID"
1.211697,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6498000","[Unified Memory CPU page faults]",
1.211734,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6613000","[Unified Memory CPU page faults]",
1.212568,,,,,,,,,,,,,,,,,,"PC 0x9955de0","0x7f37d605f000","[Unified Memory CPU page faults]",
1.218842,,,,,,,,,,,,,,,,,,"PC 0x9955de0","0x7f37d6060000","[Unified Memory CPU page faults]",
1.218879,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6260000","[Unified Memory CPU page faults]",
1.225806,,,,,,,,,,,,,,,,,,"PC 0x9955de0","0x7f37d60c0000","[Unified Memory CPU page faults]",
1.225843,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d62c0000","[Unified Memory CPU page faults]",
1.232790,,,,,,,,,,,,,,,,,,"PC 0x9955de0","0x7f37d6120000","[Unified Memory CPU page faults]",
1.232828,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6320000","[Unified Memory CPU page faults]",
1.239810,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6380000","[Unified Memory CPU page faults]",
1.239849,,,,,,,,,,,,,,,,,,"PC 0x9955de0","0x7f37d6180000","[Unified Memory CPU page faults]",
1.246850,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d63e0000","[Unified Memory CPU page faults]",
1.253863,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6440000","[Unified Memory CPU page faults]",
1.260885,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d64a0000","[Unified Memory CPU page faults]",
1.267927,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6500000","[Unified Memory CPU page faults]",
1.274997,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6560000","[Unified Memory CPU page faults]",
1.282085,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d65c0000","[Unified Memory CPU page faults]",
1.289168,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6620000","[Unified Memory CPU page faults]",
1.311873,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6010000","[Unified Memory CPU page faults]",
1.311913,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6210000","[Unified Memory CPU page faults]",
1.318997,,,,,,,,,,,,,,,,,,"PC 0x9955de0","0x7f37d6070000","[Unified Memory CPU page faults]",
1.319050,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6270000","[Unified Memory CPU page faults]",
1.326187,,,,,,,,,,,,,,,,,,"PC 0x9955de0","0x7f37d60d0000","[Unified Memory CPU page faults]",
1.326225,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d62d0000","[Unified Memory CPU page faults]",
1.333601,,,,,,,,,,,,,,,,,,"PC 0x9955de0","0x7f37d6130000","[Unified Memory CPU page faults]",
1.340792,,,,,,,,,,,,,,,,,,"PC 0x9955de0","0x7f37d6190000","[Unified Memory CPU page faults]",
1.356382,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6450000","[Unified Memory CPU page faults]",
1.363461,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d64b0000","[Unified Memory CPU page faults]",
1.370559,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6510000","[Unified Memory CPU page faults]",
1.377656,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6570000","[Unified Memory CPU page faults]",
1.384804,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d65d0000","[Unified Memory CPU page faults]",
1.392134,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6630000","[Unified Memory CPU page faults]",
1.414878,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6020000","[Unified Memory CPU page faults]",
1.491897,,,,,,,,,,,,,,,,,,"PC 0x990f510","0x7f37d6640000","[Unified Memory CPU page faults]",
1.808382,0.455264,,,,,,,,,,,,,,"TITAN Xp (0)",,,"22","0x7f37d6800000","[Unified Memory GPU page faults]",
1.808444,0.465010,506,1,1,192,1,1,16,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_initialize_variables(int, float*)",121
1.808848,0.255968,,,,,,,,,,,,,,"TITAN Xp (0)",,,"1","0x7f37d6a04000","[Unified Memory GPU page faults]",
1.808910,0.266411,506,1,1,192,1,1,16,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_initialize_variables(int, float*)",132
1.809111,0.260768,,,,,,,,,,,,,,"TITAN Xp (0)",,,"1","0x7f37d6c10000","[Unified Memory GPU page faults]",
1.809177,0.266859,506,1,1,192,1,1,16,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_initialize_variables(int, float*)",137
1.809382,0.122752,,,,,,,,,,,,,,"TITAN Xp (0)",,,"17","0x7f37d6e00000","[Unified Memory GPU page faults]",
1.809445,0.001280,,,,,,,,,,0.370605,282.749534,"Managed",,"TITAN Xp (0)","1","7",,,"[CUDA memset]",139
1.809612,0.164704,,,,,,,,,,,,,,"TITAN Xp (0)",,,"26","0x7f37d6000000","[Unified Memory GPU page faults]",
1.809639,0.014400,,,,,,,,,,1.853027,125.666459,"Managed","Managed","TITAN Xp (0)","1","7",,,"[CUDA memcpy DtoD]",141
1.809670,0.399024,506,1,1,192,1,1,17,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_step_factor(int, float*, float*, float*)",147
1.809749,0.007200,,,,,,,,,,,,,,"TITAN Xp (0)",,,65536.000000,"0x7f37d6000000","[Unified Memory Memcpy HtoD]",
1.809777,0.051904,,,,,,,,,,,,,,"TITAN Xp (0)",,,"4","0x7f37d6010000","[Unified Memory GPU page faults]",
1.809815,0.004224,,,,,,,,,,,,,,"TITAN Xp (0)",,,28672.000000,"0x7f37d6010000","[Unified Memory Memcpy HtoD]",
1.809820,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6017000","[Unified Memory Memcpy HtoD]",
1.809821,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6018000","[Unified Memory Memcpy HtoD]",
1.809822,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6019000","[Unified Memory Memcpy HtoD]",
1.809823,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d601a000","[Unified Memory Memcpy HtoD]",
1.809824,0.002784,,,,,,,,,,,,,,"TITAN Xp (0)",,,20480.000000,"0x7f37d601b000","[Unified Memory Memcpy HtoD]",
1.809830,0.064416,,,,,,,,,,,,,,"TITAN Xp (0)",,,"16","0x7f37d6020000","[Unified Memory GPU page faults]",
1.809874,0.003968,,,,,,,,,,,,,,"TITAN Xp (0)",,,24576.000000,"0x7f37d6020000","[Unified Memory Memcpy HtoD]",
1.809878,0.002656,,,,,,,,,,,,,,"TITAN Xp (0)",,,16384.000000,"0x7f37d6026000","[Unified Memory Memcpy HtoD]",
1.809881,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d602a000","[Unified Memory Memcpy HtoD]",
1.809882,0.008416,,,,,,,,,,,,,,"TITAN Xp (0)",,,86016.000000,"0x7f37d602b000","[Unified Memory Memcpy HtoD]",
1.809897,0.101312,,,,,,,,,,,,,,"TITAN Xp (0)",,,"10","0x7f37d6040000","[Unified Memory GPU page faults]",
1.809968,0.003712,,,,,,,,,,,,,,"TITAN Xp (0)",,,24576.000000,"0x7f37d6040000","[Unified Memory Memcpy HtoD]",
1.809972,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6046000","[Unified Memory Memcpy HtoD]",
1.809973,0.004928,,,,,,,,,,,,,,"TITAN Xp (0)",,,40960.000000,"0x7f37d6047000","[Unified Memory Memcpy HtoD]",
1.809978,0.003936,,,,,,,,,,,,,,"TITAN Xp (0)",,,32768.000000,"0x7f37d6051000","[Unified Memory Memcpy HtoD]",
1.809982,0.001504,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d6059000","[Unified Memory Memcpy HtoD]",
1.809984,0.002624,,,,,,,,,,,,,,"TITAN Xp (0)",,,16384.000000,"0x7f37d605b000","[Unified Memory Memcpy HtoD]",
1.810010,0.356576,,,,,,,,,,,,,,"TITAN Xp (0)",,,"1","0x7f37d605f000","[Unified Memory GPU page faults]",
1.810071,1.693860,506,1,1,192,1,1,58,0,0,,,,,"TITAN Xp (0)","1","7",,,"cuda_compute_flux(int, int*, float*, float*, float*)",156
1.810170,0.005632,,,,,,,,,,,,,,"TITAN Xp (0)",,,45056.000000,"0x7f37d605f000","[Unified Memory Memcpy HtoD]",
1.810176,0.001600,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d606a000","[Unified Memory Memcpy HtoD]",
1.810177,0.001792,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d606c000","[Unified Memory Memcpy HtoD]",
1.810179,0.001088,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d606e000","[Unified Memory Memcpy HtoD]",
1.810180,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d606f000","[Unified Memory Memcpy HtoD]",
1.810181,0.001568,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d6070000","[Unified Memory Memcpy HtoD]",
1.810183,0.001536,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d6072000","[Unified Memory Memcpy HtoD]",
1.810184,0.001536,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d6074000","[Unified Memory Memcpy HtoD]",
1.810186,0.002720,,,,,,,,,,,,,,"TITAN Xp (0)",,,16384.000000,"0x7f37d6076000","[Unified Memory Memcpy HtoD]",
1.810189,0.008768,,,,,,,,,,,,,,"TITAN Xp (0)",,,90112.000000,"0x7f37d607a000","[Unified Memory Memcpy HtoD]",
1.810269,0.005600,,,,,,,,,,,,,,"TITAN Xp (0)",,,45056.000000,"0x7f37d6200000","[Unified Memory Memcpy HtoD]",
1.810274,0.001632,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d620b000","[Unified Memory Memcpy HtoD]",
1.810276,0.001600,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d620d000","[Unified Memory Memcpy HtoD]",
1.810277,0.002720,,,,,,,,,,,,,,"TITAN Xp (0)",,,20480.000000,"0x7f37d620f000","[Unified Memory Memcpy HtoD]",
1.810280,0.001184,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6214000","[Unified Memory Memcpy HtoD]",
1.810281,0.002112,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d6215000","[Unified Memory Memcpy HtoD]",
1.810283,0.002208,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d6218000","[Unified Memory Memcpy HtoD]",
1.810286,0.002912,,,,,,,,,,,,,,"TITAN Xp (0)",,,20480.000000,"0x7f37d621b000","[Unified Memory Memcpy HtoD]",
1.810289,0.005472,,,,,,,,,,,,,,"TITAN Xp (0)",,,45056.000000,"0x7f37d6370000","[Unified Memory Memcpy HtoD]",
1.810294,0.005312,,,,,,,,,,,,,,"TITAN Xp (0)",,,49152.000000,"0x7f37d637b000","[Unified Memory Memcpy HtoD]",
1.810299,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6387000","[Unified Memory Memcpy HtoD]",
1.810300,0.002880,,,,,,,,,,,,,,"TITAN Xp (0)",,,16384.000000,"0x7f37d6388000","[Unified Memory Memcpy HtoD]",
1.810303,0.002240,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d638c000","[Unified Memory Memcpy HtoD]",
1.810306,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d638f000","[Unified Memory Memcpy HtoD]",
1.810307,0.001536,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d6390000","[Unified Memory Memcpy HtoD]",
1.810308,0.001504,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d6392000","[Unified Memory Memcpy HtoD]",
1.810310,0.001216,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6394000","[Unified Memory Memcpy HtoD]",
1.810311,0.001184,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6395000","[Unified Memory Memcpy HtoD]",
1.810312,0.004320,,,,,,,,,,,,,,"TITAN Xp (0)",,,40960.000000,"0x7f37d6396000","[Unified Memory Memcpy HtoD]",
1.810334,0.004288,,,,,,,,,,,,,,"TITAN Xp (0)",,,28672.000000,"0x7f37d64f0000","[Unified Memory Memcpy HtoD]",
1.810338,0.003616,,,,,,,,,,,,,,"TITAN Xp (0)",,,28672.000000,"0x7f37d64f7000","[Unified Memory Memcpy HtoD]",
1.810342,0.001088,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d64fe000","[Unified Memory Memcpy HtoD]",
1.810343,0.002112,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d64ff000","[Unified Memory Memcpy HtoD]",
1.810345,0.001600,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d6502000","[Unified Memory Memcpy HtoD]",
1.810347,0.001664,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d6504000","[Unified Memory Memcpy HtoD]",
1.810348,0.002720,,,,,,,,,,,,,,"TITAN Xp (0)",,,20480.000000,"0x7f37d6506000","[Unified Memory Memcpy HtoD]",
1.810351,0.001280,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d650b000","[Unified Memory Memcpy HtoD]",
1.810352,0.002240,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d650c000","[Unified Memory Memcpy HtoD]",
1.810355,0.002336,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d650f000","[Unified Memory Memcpy HtoD]",
1.810357,0.006144,,,,,,,,,,,,,,"TITAN Xp (0)",,,57344.000000,"0x7f37d6512000","[Unified Memory Memcpy HtoD]",
1.810369,0.027840,,,,,,,,,,,,,,"TITAN Xp (0)",,,"1","0x7f37d63f4000","[Unified Memory GPU page faults]",
1.810375,0.220768,,,,,,,,,,,,,,"TITAN Xp (0)",,,"1","0x7f37d60be000","[Unified Memory GPU page faults]",
1.810385,0.003040,,,,,,,,,,,,,,"TITAN Xp (0)",,,16384.000000,"0x7f37d63f0000","[Unified Memory Memcpy HtoD]",
1.810388,0.001248,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d63f4000","[Unified Memory Memcpy HtoD]",
1.810389,0.004768,,,,,,,,,,,,,,"TITAN Xp (0)",,,45056.000000,"0x7f37d63f5000","[Unified Memory Memcpy HtoD]",
1.810473,0.017408,,,,,,,,,,,,,,"TITAN Xp (0)",,,188416.000000,"0x7f37d6090000","[Unified Memory Memcpy HtoD]",
1.810491,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d60be000","[Unified Memory Memcpy HtoD]",
1.810492,0.001088,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d60bf000","[Unified Memory Memcpy HtoD]",
1.810493,0.002240,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d60c0000","[Unified Memory Memcpy HtoD]",
1.810495,0.005024,,,,,,,,,,,,,,"TITAN Xp (0)",,,45056.000000,"0x7f37d60c3000","[Unified Memory Memcpy HtoD]",
1.810500,0.001600,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d60ce000","[Unified Memory Memcpy HtoD]",
1.810502,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d60d0000","[Unified Memory Memcpy HtoD]",
1.810503,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d60d1000","[Unified Memory Memcpy HtoD]",
1.810504,0.003552,,,,,,,,,,,,,,"TITAN Xp (0)",,,28672.000000,"0x7f37d60d2000","[Unified Memory Memcpy HtoD]",
1.810507,0.000992,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d60d9000","[Unified Memory Memcpy HtoD]",
1.810508,0.003104,,,,,,,,,,,,,,"TITAN Xp (0)",,,24576.000000,"0x7f37d60da000","[Unified Memory Memcpy HtoD]",
1.810539,0.002592,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d6260000","[Unified Memory Memcpy HtoD]",
1.810542,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6263000","[Unified Memory Memcpy HtoD]",
1.810543,0.005088,,,,,,,,,,,,,,"TITAN Xp (0)",,,45056.000000,"0x7f37d6264000","[Unified Memory Memcpy HtoD]",
1.810548,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d626f000","[Unified Memory Memcpy HtoD]",
1.810549,0.004512,,,,,,,,,,,,,,"TITAN Xp (0)",,,40960.000000,"0x7f37d6270000","[Unified Memory Memcpy HtoD]",
1.810554,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d627a000","[Unified Memory Memcpy HtoD]",
1.810555,0.002976,,,,,,,,,,,,,,"TITAN Xp (0)",,,20480.000000,"0x7f37d627b000","[Unified Memory Memcpy HtoD]",
1.810558,0.020832,,,,,,,,,,,,,,"TITAN Xp (0)",,,237568.000000,"0x7f37d63a0000","[Unified Memory Memcpy HtoD]",
1.810578,0.003520,,,,,,,,,,,,,,"TITAN Xp (0)",,,28672.000000,"0x7f37d63da000","[Unified Memory Memcpy HtoD]",
1.810582,0.002144,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d63e1000","[Unified Memory Memcpy HtoD]",
1.810584,0.002528,,,,,,,,,,,,,,"TITAN Xp (0)",,,16384.000000,"0x7f37d63e4000","[Unified Memory Memcpy HtoD]",
1.810587,0.000992,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d63e8000","[Unified Memory Memcpy HtoD]",
1.810588,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d63e9000","[Unified Memory Memcpy HtoD]",
1.810589,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d63ea000","[Unified Memory Memcpy HtoD]",
1.810590,0.002656,,,,,,,,,,,,,,"TITAN Xp (0)",,,16384.000000,"0x7f37d63eb000","[Unified Memory Memcpy HtoD]",
1.810592,0.000992,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d63ef000","[Unified Memory Memcpy HtoD]",
1.810596,0.082880,,,,,,,,,,,,,,"TITAN Xp (0)",,,"7","0x7f37d625f000","[Unified Memory GPU page faults]",
1.810628,0.022976,,,,,,,,,,,,,,"TITAN Xp (0)",,,258048.000000,"0x7f37d6220000","[Unified Memory Memcpy HtoD]",
1.810651,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d625f000","[Unified Memory Memcpy HtoD]",
1.810659,0.002656,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d6560000","[Unified Memory Memcpy HtoD]",
1.810661,0.001280,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6563000","[Unified Memory Memcpy HtoD]",
1.810663,0.003776,,,,,,,,,,,,,,"TITAN Xp (0)",,,32768.000000,"0x7f37d6564000","[Unified Memory Memcpy HtoD]",
1.810666,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d656c000","[Unified Memory Memcpy HtoD]",
1.810667,0.001696,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d656d000","[Unified Memory Memcpy HtoD]",
1.810669,0.001312,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d656f000","[Unified Memory Memcpy HtoD]",
1.810680,0.089024,,,,,,,,,,,,,,"TITAN Xp (0)",,,"2","0x7f37d6556000","[Unified Memory GPU page faults]",
1.810731,0.020192,,,,,,,,,,,,,,"TITAN Xp (0)",,,221184.000000,"0x7f37d6520000","[Unified Memory Memcpy HtoD]",
1.810751,0.003616,,,,,,,,,,,,,,"TITAN Xp (0)",,,28672.000000,"0x7f37d6556000","[Unified Memory Memcpy HtoD]",
1.810755,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d655d000","[Unified Memory Memcpy HtoD]",
1.810756,0.001760,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d655e000","[Unified Memory Memcpy HtoD]",
1.810758,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6570000","[Unified Memory Memcpy HtoD]",
1.810759,0.001024,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6571000","[Unified Memory Memcpy HtoD]",
1.810760,0.006272,,,,,,,,,,,,,,"TITAN Xp (0)",,,57344.000000,"0x7f37d6572000","[Unified Memory Memcpy HtoD]",
1.810783,0.400576,,,,,,,,,,,,,,"TITAN Xp (0)",,,"1","0x7f37d6121000","[Unified Memory GPU page faults]",
1.810928,0.023712,,,,,,,,,,,,,,"TITAN Xp (0)",,,266240.000000,"0x7f37d60e0000","[Unified Memory Memcpy HtoD]",
1.810952,0.001824,,,,,,,,,,,,,,"TITAN Xp (0)",,,8192.000000,"0x7f37d6121000","[Unified Memory Memcpy HtoD]",
1.810954,0.001088,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6123000","[Unified Memory Memcpy HtoD]",
1.810955,0.001120,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6124000","[Unified Memory Memcpy HtoD]",
1.810956,0.002816,,,,,,,,,,,,,,"TITAN Xp (0)",,,20480.000000,"0x7f37d6125000","[Unified Memory Memcpy HtoD]",
1.810959,0.002208,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d612a000","[Unified Memory Memcpy HtoD]",
1.810961,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d612d000","[Unified Memory Memcpy HtoD]",
1.810962,0.002560,,,,,,,,,,,,,,"TITAN Xp (0)",,,16384.000000,"0x7f37d612e000","[Unified Memory Memcpy HtoD]",
1.810964,0.003040,,,,,,,,,,,,,,"TITAN Xp (0)",,,24576.000000,"0x7f37d6132000","[Unified Memory Memcpy HtoD]",
1.810967,0.001088,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d6138000","[Unified Memory Memcpy HtoD]",
1.810969,0.008928,,,,,,,,,,,,,,"TITAN Xp (0)",,,94208.000000,"0x7f37d6139000","[Unified Memory Memcpy HtoD]",
1.811007,0.023072,,,,,,,,,,,,,,"TITAN Xp (0)",,,258048.000000,"0x7f37d6280000","[Unified Memory Memcpy HtoD]",
1.811030,0.001056,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d62bf000","[Unified Memory Memcpy HtoD]",
1.811031,0.001120,,,,,,,,,,,,,,"TITAN Xp (0)",,,4096.000000,"0x7f37d62c0000","[Unified Memory Memcpy HtoD]",
1.811032,0.002144,,,,,,,,,,,,,,"TITAN Xp (0)",,,12288.000000,"0x7f37d62c1000","[Unified Memory Memcpy HtoD]",
1.811034,0.003008,,,,,,,,,,,,,,"TITAN Xp (0)",,,20480.000000,"0x7f37d62c4000","[Unified Memory Memcpy HtoD]",
1.811037,0.006880,,,,,,,,,,,,,,"TITAN Xp (0)",,,69632.000000,"0x7f37d62c9000","[Unified Memory Memcpy HtoD]",
1.811044,0.051840,,,,,,,,,,,,,,"TITAN Xp (0)",,,614400.000000,"0x7f37d62da000","[Unified Memory Memcpy HtoD]",
